LotArea,YearBuilt,YearRemodAdd,TotalBsmtSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,TotRmsAbvGrd,GarageArea,PoolArea,OverallQual,OverallCond,MSZoning,Street,Neighborhood,BldgType,HouseStyle,ExterQual,KitchenQual,GarageType,SaleCondition,SalePrice
8614,1902,1970,1774.0,2830,2,1,5,6,427.0,0,4,8,RL,Pave,NWAmes,1Fam,1Story,TA,Gd,Attchd,Normal,340561
14823,2008,2003,2678.0,2254,0,2,7,4,489.0,0,9,5,FV,Pave,Somerst,Duplx,1.5Fin,TA,Ex,Attchd,Normal,402502
35621,1917,1967,2872.0,963,2,0,2,6,354.0,0,10,2,RL,Pave,Somerst,1Fam,1Story,TA,TA,None,Normal,339850
12475,1939,1985,1230.0,1466,1,0,0,6,195.0,0,6,5,RM,Pave,Sawyer,TwnhsE,1Story,TA,Ex,Attchd,Normal,249768
12523,1920,1994,2654.0,4767,2,0,5,6,544.0,0,2,8,RL,Pave,CollgCr,1Fam,1Story,Gd,Gd,Attchd,Normal,496370
22947,1914,2022,884.0,3658,3,2,7,4,716.0,0,4,2,RL,Pave,NridgHt,1Fam,2Story,Gd,TA,Detchd,Normal,401217
26433,1996,2002,2413.0,4124,2,0,6,4,823.0,0,6,1,C,Pave,NWAmes,1Fam,2Story,TA,Gd,Attchd,Normal,578053
25459,1998,1979,2323.0,1189,0,2,7,5,931.0,0,4,4,RL,Pave,NridgHt,1Fam,1Story,TA,Gd,None,Normal,267904
2167,1925,2009,2427.0,3122,1,1,6,8,1002.0,0,10,4,RL,Pave,Somerst,1Fam,SLvl,Gd,Gd,BuiltIn,Normal,483597
31203,1907,1981,1332.0,2712,2,1,4,13,658.0,0,7,9,C,Pave,Gilbert,1Fam,1Story,TA,TA,Attchd,Normal,376130
10837,1999,2016,1654.0,882,0,1,7,13,938.0,0,3,3,RM,Pave,Edwards,1Fam,2Story,Gd,Fa,Detchd,Normal,215983
47927,2011,2016,944.0,2756,2,2,5,13,779.0,0,6,4,FV,Pave,NridgHt,1Fam,2Story,TA,Gd,Attchd,Normal,434603
37987,1993,1977,2857.0,4310,1,0,5,3,10.0,0,4,3,RM,Pave,NAmes,1Fam,1Story,Ex,Ex,Detchd,Normal,509634
20629,1986,1993,924.0,4003,2,0,6,11,1279.0,0,3,2,RM,Pave,Edwards,1Fam,1.5Fin,TA,Ex,Detchd,Normal,476703
41751,1941,1990,1938.0,1912,3,0,5,5,395.0,0,3,4,C,Pave,OldTown,Duplx,1.5Fin,TA,TA,Attchd,Abnorml,285349
33421,1943,2012,493.0,2083,2,0,3,5,730.0,0,2,8,RL,Pave,Edwards,1Fam,1Story,Fa,TA,Attchd,Normal,300818
34807,1913,1972,1546.0,871,0,0,4,2,408.0,0,3,1,RM,Pave,NAmes,1Fam,2Story,TA,TA,BuiltIn,Normal,181901
28855,1977,1997,1969.0,1110,2,2,2,11,361.0,0,10,8,RM,Pave,CollgCr,1Fam,1Story,TA,TA,Attchd,Normal,316190
39232,1901,1981,1094.0,615,0,1,7,9,1282.0,0,1,8,RL,Pave,NWAmes,1Fam,2Story,Fa,Fa,Detchd,Abnorml,142457
6335,2018,2006,2411.0,946,1,0,2,2,1026.0,0,3,3,RL,Pave,NridgHt,1Fam,1Story,TA,TA,Attchd,Normal,241651
21659,1936,1982,2617.0,1891,2,1,0,9,83.0,0,9,6,RL,Pave,Gilbert,TwnhsE,1.5Fin,Gd,TA,Attchd,Normal,357940
40310,1968,1973,1825.0,3824,1,2,2,8,155.0,0,4,4,RM,Pave,CollgCr,2FmCon,1Story,TA,Gd,BuiltIn,Normal,416037
49105,1937,1988,762.0,1840,1,2,1,10,1199.0,0,3,1,RL,Pave,NAmes,1Fam,1Story,TA,Gd,Attchd,Abnorml,280403
41580,2008,1983,2323.0,3439,2,0,5,9,706.0,0,8,1,RH,Pave,CollgCr,1Fam,1Story,TA,TA,Detchd,Normal,517466
39588,1940,2005,49.0,4199,0,2,2,6,471.0,0,1,5,RL,Pave,NridgHt,1Fam,1Story,TA,TA,Attchd,Normal,402398
14716,1961,1977,2775.0,1573,1,1,0,9,618.0,0,5,8,RM,Pave,CollgCr,1Fam,2Story,TA,TA,Attchd,Normal,299565
37047,2017,1986,905.0,4069,1,0,0,12,1447.0,0,1,1,RL,Pave,OldTown,1Fam,1Story,Fa,Gd,BuiltIn,Normal,453612
32971,1959,1956,2975.0,3650,2,0,1,11,133.0,0,7,2,RM,Pave,Sawyer,1Fam,2Story,Fa,TA,Attchd,Normal,504433
18808,2010,2017,563.0,2105,2,1,0,13,787.0,0,5,7,RM,Pave,NridgHt,1Fam,1Story,Gd,Gd,BuiltIn,Normal,300303
29032,1913,1986,782.0,2794,2,0,6,13,906.0,0,2,8,RM,Pave,NWAmes,1Fam,2Story,TA,TA,BuiltIn,Normal,330817
35849,2019,2005,2532.0,4162,2,0,3,4,863.0,0,1,3,C,Pave,Edwards,1Fam,2Story,Gd,Gd,BuiltIn,Normal,475847
46945,2002,2014,2040.0,4982,2,1,6,11,1403.0,0,7,8,FV,Pave,NridgHt,1Fam,SFoyer,Gd,Gd,BuiltIn,Normal,662534
7213,1988,2014,1831.0,1483,3,0,5,8,666.0,0,1,1,RL,Pave,NAmes,1Fam,SFoyer,TA,Gd,Attchd,Normal,260665
6304,1983,1996,583.0,851,2,0,5,13,276.0,0,3,9,RL,Pave,CollgCr,1Fam,1.5Fin,Gd,TA,BuiltIn,Normal,157094
11636,1901,1969,1319.0,2224,0,1,5,5,1259.0,0,6,2,RM,Pave,NridgHt,1Fam,2Story,TA,Gd,Attchd,Normal,336700
1509,2002,1968,235.0,2451,1,2,4,6,881.0,0,6,2,RL,Pave,CollgCr,2FmCon,1Story,TA,Gd,Attchd,Normal,341412
20755,1969,1978,2103.0,1779,0,1,2,10,12.0,0,7,4,RL,Pave,Gilbert,Duplx,2Story,TA,Ex,Attchd,Normal,295197
25293,1916,2009,1942.0,2407,0,0,3,8,341.0,0,1,3,RL,Pave,SawyerW,1Fam,SFoyer,Gd,TA,Attchd,Normal,250443
31048,2022,1967,359.0,1524,3,1,2,5,34.0,432,7,4,RL,Pave,NWAmes,1Fam,1Story,Gd,Gd,Detchd,Normal,296785
39392,1988,1984,1930.0,1045,2,0,3,7,558.0,0,2,6,RL,Pave,Somerst,1Fam,2Story,TA,Fa,Attchd,Normal,222771
2515,2020,1992,109.0,4674,1,0,2,11,1237.0,0,6,7,C,Pave,SawyerW,1Fam,1Story,Gd,TA,Attchd,Partial,547437
29212,1927,1960,191.0,2881,0,1,1,12,1435.0,0,8,5,RL,Pave,NridgHt,1Fam,2Story,Fa,Gd,Attchd,Normal,397221
36461,1965,1998,903.0,1388,2,0,7,8,404.0,0,5,2,RL,Pave,NAmes,1Fam,1Story,TA,TA,Attchd,Normal,248971
9915,1934,1987,1116.0,1605,2,2,6,11,657.0,0,10,3,RL,Pave,Sawyer,1Fam,2Story,TA,Gd,Detchd,Normal,354135
47818,2000,2013,861.0,3049,3,0,0,10,158.0,0,3,3,FV,Pave,NWAmes,1Fam,2Story,TA,TA,Attchd,Normal,392740
48780,1904,2018,2615.0,2490,3,1,0,5,955.0,0,8,5,RH,Pave,Somerst,Twnhs,SFoyer,Gd,Gd,Attchd,Normal,383988
25333,1964,1957,1083.0,4498,3,2,6,11,1133.0,0,8,5,RM,Pave,Gilbert,1Fam,2Story,TA,Fa,Attchd,Normal,565475
5658,1939,1983,649.0,4275,1,2,1,4,548.0,0,4,4,RL,Pave,Sawyer,1Fam,1.5Fin,Gd,TA,Attchd,Normal,424432
21809,1975,1997,38.0,3312,0,0,3,9,984.0,0,8,8,FV,Pave,Edwards,1Fam,1Story,TA,TA,Attchd,Normal,412837
8470,1955,2005,636.0,1420,3,1,6,2,1370.0,0,5,6,RM,Pave,CollgCr,1Fam,1Story,TA,Ex,Attchd,Normal,273164
8438,1935,2014,1036.0,2561,3,0,4,10,278.0,0,5,6,C,Pave,SawyerW,1Fam,1Story,Gd,Gd,Attchd,Normal,343149
22668,1944,1980,35.0,4987,3,0,3,2,478.0,0,3,1,RM,Pave,Sawyer,1Fam,1Story,Gd,TA,Attchd,Normal,502629
48040,1922,1953,2148.0,4139,0,1,0,3,110.0,0,7,6,RL,Pave,CollgCr,1Fam,1Story,TA,TA,Attchd,Normal,518908
21884,1946,1999,1361.0,3665,0,1,4,9,,0,9,3,RL,Pave,Somerst,Twnhs,2Story,TA,Gd,None,Normal,482415
19517,1930,2018,1983.0,4935,3,0,2,10,541.0,0,9,6,RL,Pave,Gilbert,1Fam,2Story,Ex,Gd,Attchd,Normal,619984
11844,1910,1979,165.0,3144,3,2,4,8,1138.0,0,1,6,RL,Pave,Somerst,Duplx,2Story,TA,Gd,BuiltIn,Normal,337729
41534,1909,2008,2430.0,1545,2,0,3,4,1113.0,0,1,2,RM,Pave,Gilbert,1Fam,1Story,TA,TA,Detchd,Normal,288508
10202,1966,2016,1879.0,4056,3,2,1,8,1235.0,0,10,1,FV,Pave,Gilbert,1Fam,1Story,TA,Gd,Attchd,Abnorml,572661
1884,2017,1994,2837.0,3181,1,0,2,7,359.0,0,5,3,RM,Pave,OldTown,1Fam,2Story,TA,Gd,None,Abnorml,435862
1904,1913,1953,30.0,3699,1,1,3,3,371.0,0,1,5,RL,Pave,OldTown,1Fam,1Story,Gd,Gd,Detchd,Abnorml,304068
42443,1979,1975,10.0,1438,3,2,2,4,1238.0,0,4,4,RL,Pave,NWAmes,1Fam,1Story,TA,Gd,Detchd,Abnorml,285193
49426,1973,1976,2011.0,941,0,1,4,12,1038.0,0,1,7,RL,Pave,OldTown,1Fam,1Story,Fa,Gd,Attchd,Normal,214154
30689,1992,1995,2143.0,3050,2,1,0,13,954.0,0,2,4,RL,Pave,OldTown,1Fam,1Story,TA,Fa,,Normal,453143
14263,1909,2013,2500.0,4725,0,1,3,11,258.0,0,2,8,RL,Pave,CollgCr,1Fam,1Story,TA,Gd,Attchd,Normal,475988
19884,1975,2000,2239.0,1096,3,1,7,11,777.0,0,4,7,RM,Pave,NridgHt,1Fam,1Story,TA,Fa,Attchd,Normal,272735
34106,1993,1999,485.0,2005,1,1,1,13,1486.0,0,8,9,RL,Pave,SawyerW,1Fam,1Story,Gd,Gd,BuiltIn,Normal,374255
11360,2004,1955,1289.0,1361,2,0,7,6,119.0,0,2,1,RH,Pave,SawyerW,1Fam,2Story,TA,Gd,BuiltIn,Normal,205026
40257,1900,2008,1447.0,3140,0,2,7,11,975.0,0,9,5,RL,Pave,Edwards,1Fam,1Story,Fa,Gd,Attchd,Normal,450131
16606,1904,1964,2285.0,4231,0,0,6,5,912.0,0,9,4,C,Pave,NAmes,1Fam,1Story,Ex,TA,Detchd,Normal,540987
25074,1919,1979,1943.0,2051,3,0,4,3,1151.0,0,2,6,RL,Pave,Gilbert,1Fam,SLvl,TA,TA,Detchd,Abnorml,308866
25024,1907,1991,1963.0,3736,2,0,3,5,722.0,0,1,1,RL,Pave,Somerst,1Fam,2Story,Gd,Gd,Attchd,Normal,429816
5136,1942,1986,1851.0,2236,1,1,1,13,522.0,0,10,6,RM,Pave,CollgCr,1Fam,1Story,TA,Ex,Attchd,Normal,370426
12416,1975,1991,1469.0,1949,3,0,3,9,324.0,0,10,1,RM,Pave,Gilbert,1Fam,SLvl,TA,Fa,Attchd,Normal,379196
6309,1900,1984,1366.0,764,2,2,4,6,1343.0,0,9,1,RL,Pave,NAmes,1Fam,1Story,TA,Fa,Detchd,Normal,284534
33701,1956,1955,2782.0,3159,0,0,3,6,1073.0,0,2,8,RL,Pave,OldTown,1Fam,1Story,TA,Gd,BuiltIn,Normal,401511
14956,1963,2017,990.0,3221,3,1,2,13,68.0,0,8,2,RL,Pave,Edwards,1Fam,SFoyer,Fa,TA,Attchd,Normal,426394
49712,2017,1967,824.0,1962,0,2,4,13,390.0,0,3,6,RM,Pave,OldTown,1Fam,1.5Fin,TA,Gd,Attchd,Normal,320395
40265,1983,2022,1462.0,4752,0,2,3,11,382.0,0,1,6,FV,Pave,Gilbert,1Fam,1Story,TA,Gd,Detchd,Normal,492318
36316,1927,1978,2153.0,1945,3,2,6,4,15.0,0,1,6,RL,Pave,Edwards,1Fam,2Story,Gd,Ex,Detchd,Normal,264540
46606,2020,2008,2228.0,2798,3,2,0,9,1462.0,0,10,8,RL,Pave,NAmes,1Fam,2Story,Gd,Gd,Attchd,Abnorml,538742
18600,2006,1996,2231.0,3425,3,0,3,7,845.0,0,2,4,FV,Pave,Somerst,1Fam,1Story,TA,TA,Attchd,Normal,435703
23449,1936,1966,225.0,2132,3,1,2,3,868.0,403,7,3,RL,Pave,Somerst,TwnhsE,1Story,TA,Ex,BuiltIn,Normal,309275
6044,1946,1971,776.0,2874,3,2,1,3,567.0,0,6,6,RM,Pave,NWAmes,1Fam,1Story,TA,TA,Attchd,Normal,399737
39244,2000,2017,2837.0,1012,0,2,6,10,131.0,0,2,4,RL,Pave,Sawyer,1Fam,SLvl,TA,TA,Attchd,Normal,212891
47043,1975,2018,1112.0,715,1,1,1,8,1271.0,0,4,2,RL,Pave,Sawyer,1Fam,1Story,TA,Gd,BuiltIn,Normal,261927
44283,1936,1986,687.0,3831,1,0,7,11,272.0,0,2,6,RL,Pave,Somerst,1Fam,2Story,Ex,Gd,Attchd,Normal,389416
28157,1948,1998,529.0,2672,3,2,6,10,1372.0,0,1,5,RL,Pave,Sawyer,1Fam,1Story,TA,TA,BuiltIn,Normal,364622
37687,2012,1962,971.0,3653,0,0,1,7,483.0,0,3,9,RL,Pave,SawyerW,1Fam,1Story,TA,Gd,Attchd,Normal,398918
48698,2019,1983,935.0,2206,1,0,0,6,549.0,0,4,6,RM,Pave,NridgHt,1Fam,2Story,TA,Gd,Attchd,Abnorml,347756
8739,1943,2002,1422.0,2606,1,0,2,13,356.0,0,10,3,RM,Pave,NAmes,1Fam,2Story,TA,Gd,Attchd,Normal,407475
15989,1955,2000,2153.0,2067,1,0,7,2,1341.0,0,5,5,RM,Pave,NridgHt,Duplx,1Story,TA,Gd,Attchd,Normal,364475
44625,1927,1952,1294.0,2708,0,2,4,13,1071.0,0,5,8,RM,Pave,Sawyer,1Fam,1Story,TA,TA,Attchd,Normal,386052
30038,2010,1991,1998.0,2831,3,2,1,7,1033.0,0,7,9,RL,Pave,OldTown,1Fam,2Story,TA,TA,Detchd,Normal,455972
33549,1978,1981,2878.0,2653,3,0,6,7,232.0,0,10,8,RL,Pave,NWAmes,1Fam,1Story,TA,Gd,Attchd,Normal,455691
38631,1905,2000,1526.0,1628,3,0,2,4,35.0,0,8,3,C,Pave,Sawyer,TwnhsE,1Story,TA,TA,BuiltIn,Normal,309491
44444,2007,1995,678.0,4010,2,1,3,4,412.0,0,9,9,RL,Pave,CollgCr,1Fam,2Story,Ex,Fa,Attchd,Normal,531777
9927,2022,1970,2896.0,4823,2,1,0,4,1485.0,0,7,3,RL,Pave,Gilbert,2FmCon,2Story,Ex,Gd,Attchd,Normal,637275
42848,1960,1993,2440.0,4153,2,1,2,4,1027.0,207,5,8,RL,Pave,Edwards,1Fam,1Story,Ex,Gd,Attchd,Normal,543637
25785,1919,1960,39.0,2865,0,2,2,8,43.0,0,9,9,RL,Pave,OldTown,1Fam,2Story,TA,Fa,Detchd,Normal,363001
39126,2013,2017,2707.0,3421,1,1,4,11,567.0,0,8,7,RL,Pave,Gilbert,1Fam,SLvl,Gd,Fa,Attchd,Normal,502177
44308,1977,1950,1105.0,1579,1,2,2,12,1278.0,0,10,4,C,Pave,SawyerW,1Fam,1Story,Fa,Gd,Attchd,Normal,371463
24428,1901,2012,844.0,4011,0,2,4,3,739.0,0,9,9,FV,Pave,NWAmes,1Fam,2Story,TA,Gd,BuiltIn,Normal,480655
20698,1972,1973,1743.0,3241,0,2,0,11,113.0,0,10,3,FV,Pave,CollgCr,1Fam,1Story,TA,Gd,Attchd,Normal,447694
21258,1936,1962,2248.0,3520,3,2,0,11,396.0,0,8,3,FV,Pave,SawyerW,1Fam,1Story,Gd,Ex,Attchd,Normal,502919
16754,1919,1960,446.0,728,3,1,3,3,1197.0,0,6,2,FV,Pave,SawyerW,1Fam,1Story,Gd,TA,Attchd,Normal,203722
45738,1925,2000,1234.0,670,2,0,4,4,,0,4,3,RL,Pave,SawyerW,1Fam,1Story,Gd,Ex,Detchd,Normal,210308
2752,1928,1966,2491.0,794,2,0,4,11,465.0,0,9,1,RL,Pave,Somerst,Duplx,1.5Fin,TA,Ex,Attchd,Normal,274601
41264,1900,1973,1350.0,4784,0,0,1,13,,0,9,4,RM,Pave,Gilbert,Duplx,1Story,TA,Gd,BuiltIn,Normal,604716
13673,2018,1968,2808.0,925,2,1,1,8,1487.0,0,10,8,RL,Pave,Edwards,1Fam,2Story,TA,Fa,Detchd,Normal,369938
38941,1934,1986,226.0,1418,1,0,3,4,846.0,0,10,5,RL,Pave,NridgHt,TwnhsE,1Story,TA,Gd,Detchd,Partial,310064
28198,1969,1957,47.0,3753,0,1,0,8,501.0,0,9,2,RL,Pave,CollgCr,1Fam,1Story,TA,Gd,Attchd,Normal,454779
17281,2000,1977,2959.0,998,0,1,5,10,,0,10,3,RL,Pave,NridgHt,1Fam,2Story,Ex,Fa,None,Normal,324478
14551,2016,1954,1462.0,3309,1,1,1,12,68.0,0,3,1,RL,Pave,CollgCr,1Fam,2Story,TA,TA,Attchd,Normal,388652
41149,1958,1966,1830.0,1325,3,0,2,11,325.0,0,3,2,RL,Pave,NAmes,1Fam,1.5Fin,TA,Gd,Attchd,Normal,263874
8449,1968,1985,186.0,4279,3,0,0,13,66.0,0,6,1,RL,Pave,Somerst,1Fam,1.5Fin,TA,Gd,Attchd,Normal,465134
43789,1932,1968,2392.0,2358,1,0,5,12,303.0,0,6,2,FV,Pave,CollgCr,1Fam,1Story,Gd,Gd,Detchd,Partial,389124
9517,2012,2013,2271.0,2618,1,2,7,5,971.0,0,6,3,RL,Pave,Sawyer,1Fam,2Story,TA,TA,Attchd,Abnorml,408106
8441,1950,1960,2877.0,645,2,1,2,8,483.0,0,5,1,FV,Pave,Sawyer,1Fam,1Story,Gd,Gd,Attchd,Normal,207626
27434,1977,2003,2535.0,4077,0,2,6,10,928.0,0,5,9,RL,Pave,NAmes,2FmCon,2Story,Fa,Gd,BuiltIn,Normal,555333
24886,1911,1994,1932.0,692,2,1,4,9,1440.0,0,2,5,RL,Pave,Edwards,Duplx,SLvl,TA,Gd,Attchd,Normal,197692
11709,2005,1996,2924.0,4388,1,0,0,9,1182.0,0,7,8,RL,Pave,NWAmes,1Fam,1Story,Fa,Gd,Attchd,Normal,608652
19215,1919,1961,848.0,551,2,1,6,10,148.0,0,4,5,RL,Pave,Somerst,1Fam,1Story,TA,TA,Detchd,Normal,170099
30420,1952,1970,2032.0,2910,1,1,3,6,1050.0,0,3,8,RM,Pave,SawyerW,1Fam,2Story,Gd,Ex,Detchd,Normal,404088
33203,2013,1960,1252.0,2320,2,2,4,6,986.0,0,8,7,RM,Pave,Gilbert,1Fam,2Story,TA,Gd,Attchd,Normal,406011
43818,1987,1954,1413.0,3464,2,1,4,4,583.0,169,4,4,RM,Pave,OldTown,1Fam,1Story,Ex,Fa,Attchd,Normal,446244
6137,2022,2005,978.0,3021,3,0,2,6,247.0,0,4,7,FV,Pave,Somerst,1Fam,SFoyer,Fa,TA,None,Normal,366090
6354,1942,1969,1612.0,2369,1,1,6,9,1124.0,0,8,6,RL,Pave,NAmes,1Fam,2Story,TA,Ex,Attchd,Partial,413169
44588,1997,1990,1016.0,3068,2,1,4,13,701.0,0,1,3,RL,Pave,Sawyer,1Fam,1Story,TA,TA,Attchd,Normal,358486
39160,1988,1995,2235.0,2367,0,1,1,6,95.0,0,9,9,RL,Pave,Gilbert,TwnhsE,1Story,TA,Ex,BuiltIn,Abnorml,398256
41311,1949,1961,1881.0,3238,2,2,0,5,1407.0,0,7,9,RL,Pave,CollgCr,2FmCon,2Story,TA,TA,Attchd,Normal,485115
21356,1928,2019,269.0,3769,2,1,1,9,281.0,0,2,5,RL,Pave,Edwards,1Fam,1Story,Fa,TA,Attchd,Normal,374141
23333,1956,1966,1630.0,3699,0,1,2,8,321.0,0,6,8,RL,Pave,Edwards,1Fam,1Story,Gd,TA,Attchd,Normal,436913
21463,1938,1968,309.0,3079,1,2,5,7,1419.0,0,8,7,RL,Pave,NWAmes,TwnhsE,2Story,TA,TA,Attchd,Normal,443661
38432,1994,1975,2043.0,4505,3,2,7,6,1301.0,0,5,9,RL,Pave,NWAmes,1Fam,2Story,TA,Ex,BuiltIn,Normal,596175
28669,1955,1997,1574.0,740,3,2,2,6,528.0,0,6,7,RL,Pave,Somerst,1Fam,2Story,Fa,TA,Attchd,Abnorml,246055
9441,2010,2001,1095.0,3940,3,2,0,11,262.0,0,10,4,RM,Pave,OldTown,1Fam,1Story,TA,Gd,Attchd,Normal,526162
15888,1942,2019,2892.0,1907,0,0,4,3,579.0,0,8,4,RM,Pave,NAmes,1Fam,2Story,Fa,Gd,BuiltIn,Normal,374738
7069,1949,2004,1695.0,4002,2,0,6,5,1316.0,0,6,8,RM,Pave,Gilbert,2FmCon,SFoyer,TA,Fa,Attchd,Normal,501282
5800,1922,1982,2533.0,4538,1,1,6,9,293.0,0,9,6,RM,Pave,Sawyer,1Fam,1Story,Gd,TA,Detchd,Abnorml,584210
40537,1943,2011,1445.0,582,2,0,3,9,394.0,0,9,9,RL,Pave,NAmes,1Fam,2Story,TA,Fa,Attchd,Normal,253341
38086,1937,1972,2167.0,4268,3,1,2,12,,0,9,7,RL,Pave,NAmes,1Fam,SLvl,TA,Ex,Detchd,Normal,591564
13515,1983,1964,219.0,1450,2,0,0,2,920.0,0,6,7,RL,Pave,NridgHt,1Fam,2Story,TA,Gd,Attchd,Abnorml,267025
46502,1922,1976,52.0,1110,0,2,3,3,809.0,0,9,4,C,Pave,NridgHt,1Fam,2Story,Ex,Ex,Attchd,Normal,253293
7754,1944,2013,1757.0,4105,0,2,4,6,1203.0,0,3,3,RM,Pave,CollgCr,1Fam,1Story,TA,TA,Attchd,Normal,479873
18644,1951,2000,1474.0,3783,1,0,5,10,919.0,0,5,8,RL,Pave,OldTown,1Fam,2Story,Gd,Ex,Detchd,Normal,492590
25714,1979,2002,1666.0,2673,1,0,2,11,692.0,0,2,7,RL,Pave,CollgCr,1Fam,2Story,TA,Gd,Detchd,Normal,368212
41618,1949,2000,1260.0,3984,3,1,5,12,234.0,0,8,4,RH,Pave,Gilbert,1Fam,2Story,Gd,Gd,Detchd,Abnorml,525906
16683,2005,1996,,2022,1,1,0,13,951.0,0,4,4,RL,Pave,Sawyer,1Fam,SFoyer,TA,TA,Attchd,Normal,365095
7738,2018,1953,2785.0,3101,2,1,5,12,1360.0,0,6,1,C,Pave,Sawyer,1Fam,1Story,Gd,Gd,Attchd,Normal,478169
7590,1907,1956,719.0,3157,0,2,5,8,1031.0,0,6,7,RL,Pave,NAmes,1Fam,1Story,Gd,TA,Detchd,Abnorml,383788
13137,2013,1984,405.0,2659,0,2,0,11,1466.0,0,5,1,RL,Pave,NWAmes,1Fam,1Story,Fa,Gd,Detchd,Normal,353597
23915,1984,1997,2655.0,2949,0,2,0,6,538.0,0,1,4,RM,Pave,Sawyer,1Fam,2Story,Gd,Ex,Detchd,Partial,373229
25571,1900,2022,2469.0,4330,1,2,2,2,819.0,0,7,3,RM,Pave,NWAmes,1Fam,1Story,Ex,Gd,Attchd,Normal,544081
46915,2018,2021,2759.0,621,0,1,5,7,1114.0,0,10,3,RM,Pave,NWAmes,TwnhsE,2Story,Ex,Fa,Attchd,Normal,301519
44179,1907,1994,2294.0,4868,0,2,3,13,271.0,0,8,1,RL,Pave,Gilbert,1Fam,1Story,TA,Gd,Attchd,Normal,575690
42740,1928,2021,71.0,1817,0,2,7,9,1028.0,0,1,4,RL,Pave,OldTown,1Fam,1Story,TA,Gd,Attchd,Partial,225968
19771,1995,1968,1853.0,4993,3,2,0,8,1242.0,0,10,1,RM,Pave,NAmes,1Fam,1Story,Gd,TA,BuiltIn,Normal,664154
37534,2001,2012,2232.0,3018,3,2,4,3,1141.0,0,7,8,RL,Pave,Sawyer,1Fam,1.5Fin,TA,Gd,Detchd,Partial,493907
34934,1904,1987,2053.0,1730,1,0,5,13,592.0,0,4,1,RL,Pave,SawyerW,1Fam,2Story,Ex,TA,Attchd,Normal,262026
5688,2010,2016,1229.0,1633,0,1,0,6,975.0,0,6,6,FV,Pave,OldTown,1Fam,SLvl,TA,Gd,Attchd,Normal,286821
11661,1985,2008,1567.0,1801,1,1,3,12,114.0,0,9,7,RL,Pave,NridgHt,1Fam,2Story,TA,Gd,Attchd,Normal,349529
30232,1946,2018,2953.0,4534,0,2,6,5,262.0,0,5,2,RL,Pave,SawyerW,1Fam,1Story,Fa,Gd,BuiltIn,Normal,533329
12814,1933,1962,386.0,2410,0,0,2,10,1329.0,0,8,4,RM,Pave,Gilbert,1Fam,1Story,Fa,Gd,BuiltIn,Normal,359725
25454,1964,1996,1791.0,2005,0,1,5,11,1445.0,0,5,3,RH,Pave,OldTown,1Fam,SFoyer,Gd,TA,Attchd,Partial,332254
23008,1954,2010,698.0,3685,1,1,6,2,206.0,0,2,9,RL,Pave,Gilbert,1Fam,2Story,Gd,TA,Detchd,Normal,378426
23469,2018,1980,1200.0,2416,1,2,0,13,302.0,0,4,7,RL,Pave,OldTown,1Fam,1Story,TA,TA,Attchd,Normal,300944
47159,1989,1971,826.0,4048,0,2,0,7,111.0,756,2,2,C,Pave,NWAmes,1Fam,2Story,Gd,Fa,Attchd,Partial,434789
39045,1942,1992,1822.0,3257,2,1,4,4,1440.0,0,7,6,C,Pave,NAmes,TwnhsE,1Story,Gd,Gd,Detchd,Normal,508551
38168,1973,2016,348.0,2456,1,1,4,12,1308.0,0,7,9,RM,Pave,Sawyer,1Fam,1Story,Gd,Gd,Detchd,Abnorml,361428
24561,1929,2003,1278.0,678,3,0,5,10,184.0,0,3,3,RL,Pave,Somerst,1Fam,1Story,TA,TA,Detchd,Normal,158585
15216,2013,1959,307.0,1396,1,1,6,6,900.0,0,7,6,RL,Pave,Edwards,1Fam,1.5Fin,TA,TA,Attchd,Normal,286476
41249,1981,1991,1150.0,2051,0,1,7,7,220.0,0,1,3,RM,Pave,NAmes,1Fam,1Story,Gd,Ex,Attchd,Normal,278462
40644,1916,2013,1960.0,991,2,2,6,12,1467.0,0,1,3,FV,Pave,NWAmes,1Fam,1Story,Ex,TA,Attchd,Normal,225380
18407,1925,1970,2334.0,560,0,1,0,10,1140.0,0,9,4,FV,Pave,NWAmes,1Fam,1Story,TA,Gd,Attchd,Normal,243613
20277,1907,2015,765.0,1577,3,2,7,10,1093.0,0,6,9,RL,Pave,Somerst,1Fam,1Story,Ex,TA,Attchd,Partial,283184
29193,1946,1990,724.0,3395,1,1,5,9,897.0,0,5,8,RL,Pave,NWAmes,1Fam,2Story,Fa,TA,Attchd,Normal,397557
44428,2003,1973,2809.0,4660,1,1,0,10,1093.0,0,6,1,RL,Pave,SawyerW,1Fam,1Story,Gd,TA,Attchd,Normal,598896
27829,2012,1984,1619.0,4183,0,1,4,5,621.0,0,6,1,RH,Pave,NWAmes,1Fam,1Story,TA,Ex,Attchd,AdjLand,508698
48392,1975,2005,382.0,1085,0,0,3,7,426.0,0,1,7,RM,Pave,NridgHt,1Fam,SLvl,TA,TA,Detchd,Normal,153886
17782,1990,1979,2435.0,4460,3,2,1,6,643.0,0,5,3,RL,Pave,Sawyer,1Fam,1Story,Ex,TA,Detchd,Abnorml,545187
25124,1971,2006,524.0,4270,2,0,7,6,567.0,0,9,7,RL,Pave,NAmes,1Fam,1Story,TA,Gd,Detchd,Normal,530690
